Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7,Columna 8,Columna 9,Columna 10,Columna 11,Columna 12,Columna 13,Columna 14,Columna 15
98076513Normal,L03-4,Non,29.99,1,5,3,3,41063,41074,PARaguay,Asunción,PA,,
98076516Normal,L03-7,Non,59.98,2,8.45,6.45,2,41063,41074,PARaguay,Asunción,PA,,
98076518Normal,L07-1,Balck Fraday,56.835,2,7.61,5.61,1,41063,41083,PARaguay,Asunción,PA,,
98076507Normal,B04-5,Cyber Monday,170.112,3,7.45,6.45,2,41064,41076,ECUador,Quito,EC,,
98076508Normal,CB01-6,Cyber Monday,355.248,2,8.45,3.45,2,41064,41081,ECUador,Quito,EC,,
98076509Normal,CC01-5,Non,157.59,3,8,3,1,41064,41072,CHIle,Viña del Mar,CH,,
98076511Normal,L02-4,Non,80.4,2,7.68,4.68,2,41064,42657,ECUador,Quito,EC,,
98076510Normal,L03-6,Cyber Monday,47.984,2,7.99,3.99,1,41064,41076,BRAsil,Rio,BR,,
98076506Normal,L05-4,Non,121.64999999999999,3,7.55,6.55,3,41064,41084,ARGentina,Rosario,AR,,
98076504Normal,C12-4,Cyber Monday,23.872,1,6.73,3.73,1,41065,41083,República DOminiCana,Santo Domingo,RD,,
98076505Normal,CB01-5,Cyber Monday,177.624,1,9.55,5.55,2,41065,42656,BRAsil,Rio,BR,,
98076503Devolución,CC01-1,Balck Fraday,118.1925,3,8.89,5.89,2,41066,42652,PARaguay,Asunción,PA,,
98076501Normal,L05-6,Non,40.55,1,5,4,2,41066,41085,ECUador,Quito,EC,,
98076502Devolución,L05-6,Balck Fraday,60.824999999999996,2,8.58,5.58,2,41066,41081,BRAsil,Rio,BR,,
98076497Normal,CB01-5,Non,666.08999999999992,3,9.2,6.2,2,41067,41080,PERú,Lima,PE,,
98076498Normal,CB01-5,Special Day,432.95849999999996,3,5.45,4.45,2,41067,41077,República DOminiCana,Santo Domingo,RD,,
98076500Normal,L02-3,Cyber Monday,64.320000000000007,2,9.55,3.55,3,41067,42663,BRAsil,Rio,BR,,
98076499Normal,L03-1,Cyber Monday,71.976,3,9.61,6.61,1,41067,41084,ECUador,Quito,EC,,
98076496Normal,L04-5,Non,60.2,2,6.36,3.36,3,41067,41087,ECUador,Quito,EC,,
98076491Devolución,CB01-3,Special Day,432.95849999999996,3,9.22,6.22,1,41068,41078,VENezuela,Caracas,VE,,
98076493Normal,CB01-7,Non,444.05999999999995,2,9.84,3.84,3,41068,41084,URUguay,Montevideo,UR,,
98076492Normal,CC02-2,Cyber Monday,64.128,3,7.33,4.33,2,41068,41087,CHIle,Viña del Mar,CH,,
98076494Normal,L01-6,Cyber Monday,49.2,2,8.99,6.99,1,41068,41082,ARGentina,Rosario,AR,,
98076490Normal,L05-2,Cyber Monday,64.88,2,6.1,4.1,1,41068,41076,PERú,Lima,PE,,
98076495Normal,L05-5,Non,121.64999999999999,3,5.1,3.1,2,41068,42664,URUguay,Montevideo,UR,,
98076488Normal,B06-4,Cyber Monday,40.288000000000004,1,8.58,4.58,2,41069,41080,República DOminiCana,Santo Domingo,RD,,
98076489Normal,C13-5,Non,80.9,2,7.58,6.58,3,41069,42662,ECUador,Quito,EC,,
98076486Normal,CB01-1,Cyber Monday,532.872,3,9.61,3.61,1,41069,41081,URUguay,Montevideo,UR,,
98076484Normal,CC01-6,Day Off Full,89.301,2,6,4,2,41069,41079,PERú,Lima,PE,,
98076485Devolución,L02-1,Cyber Monday,64.320000000000007,2,6.33,3.33,1,41069,41078,BRAsil,Rio,BR,,
98076487Normal,L03-6,Day Off Full,76.474499999999992,3,5.25,4.25,3,41069,41088,VENezuela,Caracas,VE,,
98076478Devolución,CB01-1,Non,444.05999999999995,2,6.55,4.55,2,41070,41085,BRAsil,Rio,BR,,
98076479Normal,CB01-7,Balck Fraday,166.52249999999998,1,7.9,6.9,1,41070,41085,ECUador,Quito,EC,,
98076480Normal,CB01-6,Non,222.02999999999997,1,7.99,4.99,3,41070,41087,CHIle,Viña del Mar,CH,,
98076481Normal,CC01-5,Non,157.59,3,6.99,5.99,3,41070,41089,CHIle,Viña del Mar,CH,,
98076483Normal,CC01-4,Day Off Full,44.6505,1,9.25,5.25,2,41070,42657,URUguay,Montevideo,UR,,
98076482Devolución,L02-6,Balck Fraday,30.150000000000002,1,9.55,6.55,1,41070,41079,URUguay,Montevideo,UR,,
98076477Devolución,L07-7,Balck Fraday,28.4175,1,8.1,4.1,2,41070,41089,ECUador,Quito,EC,,
98076472Devolución,C13-7,Non,80.9,2,6,3,2,41071,41078,BRAsil,Rio,BR,,
98076474Normal,L01-3,Non,30.75,1,7.68,4.68,1,41071,41087,ECUador,Quito,EC,,
98076475Normal,L01-6,Cyber Monday,73.8,3,8.36,6.36,2,41071,41086,República DOminiCana,Santo Domingo,RD,,
98076476Normal,L06-5,Balck Fraday,63.824999999999996,2,8.75,4.75,3,41071,42658,PERú,Lima,PE,,
98076473Normal,L07-6,Non,113.67,3,5.58,5.58,2,41071,41079,PERú,Lima,PE,,
98076470Normal,CB01-4,Non,222.02999999999997,1,8.1,3.1,2,41072,41089,VENezuela,Caracas,VE,,
98076469Normal,CC01-4,Special Day,102.43350000000001,3,9.99,5.99,3,41072,41086,ARGentina,Rosario,AR,,
98076471Devolución,CC02-2,Balck Fraday,40.08,2,6.45,3.45,2,41072,42664,PARaguay,Asunción,PA,,
98076468Devolución,L02-5,Non,80.4,2,6.73,6.73,1,41072,41087,BRAsil,Rio,BR,,
98076467Normal,L07-1,Cyber Monday,30.312,1,8.12,5.12,2,41072,41082,URUguay,Montevideo,UR,,
98076466Normal,B02-3,Special Day,39.377,1,6.2,3.2,1,41073,42660,ECUador,Quito,EC,,
98076464Normal,C14-1,Non,79.22,2,7.36,5.36,2,41073,41092,CHIle,Viña del Mar,CH,,
98076465Normal,CC01-4,Cyber Monday,42.024,1,9,5,1,41073,41081,CHIle,Viña del Mar,CH,,
98076461Normal,C11-5,Balck Fraday,48.915,2,9,7,2,41074,41085,CHIle,Viña del Mar,CH,,
98076458Normal,CB01-5,Non,444.05999999999995,2,5.89,4.89,3,41074,41091,República DOminiCana,Santo Domingo,RD,,
98076460Normal,CC02-6,Cyber Monday,42.752,2,6,3,1,41074,41087,ECUador,Quito,EC,,
98076463Normal,CC02-2,Non,26.72,1,5.22,4.22,3,41074,42660,URUguay,Montevideo,UR,,
98076462Normal,L01-3,Cyber Monday,24.6,1,9.33,4.33,3,41074,41089,CHIle,Viña del Mar,CH,,
98076457Devolución,L03-5,Non,59.98,2,5.55,4.55,3,41074,41086,VENezuela,Caracas,VE,,
98076459Normal,L05-4,Non,40.55,1,7.61,3.61,1,41074,41081,PARaguay,Asunción,PA,,
98076454Devolución,CB01-7,Non,222.02999999999997,1,6.45,5.45,3,41075,41085,URUguay,Montevideo,UR,,
98076456Normal,CB01-7,Non,222.02999999999997,1,9.14,3.14,1,41075,42658,República DOminiCana,Santo Domingo,RD,,
98076455Normal,CC01-3,Non,52.53,1,6.84,6.84,3,41075,41082,República DOminiCana,Santo Domingo,RD,,
98076451Normal,B02-1,Non,121.16,2,5.68,4.68,2,41076,41087,República DOminiCana,Santo Domingo,RD,,
98076453Normal,C14-2,Cyber Monday,95.064000000000007,3,6.36,4.36,3,41076,42665,URUguay,Montevideo,UR,,
98076450Normal,CB01-1,Cyber Monday,355.248,2,7.73,5.73,3,41076,41086,PARaguay,Asunción,PA,,
98076452Normal,L05-3,Non,121.64999999999999,3,5.65,3.65,1,41076,41093,BRAsil,Rio,BR,,
98076448Normal,CB01-1,Cyber Monday,355.248,2,9.99,6.99,3,41077,41089,CHIle,Viña del Mar,CH,,
98076449Normal,CB01-2,Non,444.05999999999995,2,9.58,3.58,1,41077,42664,VENezuela,Caracas,VE,,
98076447Normal,CC01-1,Non,157.59,3,9.75,5.75,1,41077,41094,PERú,Lima,PE,,
98076440Normal,C11-7,Non,32.61,1,7.99,5.99,3,41078,41091,ECUador,Quito,EC,,
98076444Devolución,C11-4,Cyber Monday,52.176,2,5.36,6.36,2,41078,41089,ARGentina,Rosario,AR,,
98076442Normal,CB01-7,Non,666.08999999999992,3,6.45,6.45,1,41078,41097,ECUador,Quito,EC,,
98076441Normal,CC01-3,Non,105.06,2,9.61,3.61,3,41078,41088,República DOminiCana,Santo Domingo,RD,,
98076445Normal,CC01-7,Special Day,68.289,2,8.73,4.73,3,41078,41097,URUguay,Montevideo,UR,,
98076443Normal,L04-6,Day Off Full,25.585,1,6.86,3.86,2,41078,41093,PARaguay,Asunción,PA,,
98076446Normal,L04-7,Balck Fraday,67.725000000000009,3,5.68,5.68,2,41078,42658,BRAsil,Rio,BR,,
98076439Normal,CB01-4,Cyber Monday,177.624,1,6.12,6.12,1,41079,42657,ARGentina,Rosario,AR,,
98076436Normal,CC01-3,Non,105.06,2,7.99,3.99,2,41079,41086,CHIle,Viña del Mar,CH,,
98076437Normal,CC02-3,Non,53.44,2,5.14,3.14,1,41079,41086,ECUador,Quito,EC,,
98076438Normal,L04-6,Non,30.1,1,7,5,3,41079,41094,CHIle,Viña del Mar,CH,,
98076434Normal,C13-3,Non,40.45,1,6.99,5.99,1,41080,41091,BRAsil,Rio,BR,,
98076432Devolución,CB01-5,Non,444.05999999999995,2,7.89,6.89,1,41080,41090,ARGentina,Rosario,AR,,
98076433Normal,CB01-5,Non,222.02999999999997,1,6.55,6.55,1,41080,41093,ARGentina,Rosario,AR,,
98076431Normal,CC01-6,Cyber Monday,84.048,2,7,7,3,41080,41088,URUguay,Montevideo,UR,,
98076435Normal,CC02-1,Non,53.44,2,9,5,2,41080,42663,BRAsil,Rio,BR,,
98076430Normal,L05-3,Non,81.1,2,8.65,6.65,2,41080,41088,CHIle,Viña del Mar,CH,,
98076425Normal,CB01-2,Day Off Full,377.45099999999996,2,6.36,3.36,2,41081,41096,CHIle,Viña del Mar,CH,,
98076427Devolución,CC01-4,Non,105.06,2,7.36,6.36,3,41081,41097,URUguay,Montevideo,UR,,
98076428Devolución,L01-4,Non,61.5,2,8.2,5.2,1,41081,41095,ECUador,Quito,EC,,
98076429Devolución,L01-2,Non,92.25,3,8.58,5.58,3,41081,42656,ARGentina,Rosario,AR,,
98076426Normal,L03-4,Special Day,19.4935,1,6.55,6.55,2,41081,41098,CHIle,Viña del Mar,CH,,
98076421Normal,C13-1,Non,40.45,1,8.12,6.12,1,41082,41096,CHIle,Viña del Mar,CH,,
98076423Normal,CB01-4,Non,444.05999999999995,2,7.12,6.12,3,41082,41094,ECUador,Quito,EC,,
98076424Normal,CB01-5,Non,444.05999999999995,2,5.55,4.55,1,41082,42658,ECUador,Quito,EC,,
98076422Normal,L01-2,Non,30.75,1,7.99,3.99,3,41082,41095,BRAsil,Rio,BR,,
98076416Normal,CC01-1,Non,157.59,3,5.55,6.55,1,41083,41093,PERú,Lima,PE,,
98076419Normal,CC01-5,Balck Fraday,39.3975,1,8.58,5.58,1,41083,41094,República DOminiCana,Santo Domingo,RD,,
98076417Normal,L03-4,Non,29.99,1,7.14,5.14,1,41083,41101,PERú,Lima,PE,,
98076418Normal,L07-6,Non,37.89,1,9,3,2,41083,41102,BRAsil,Rio,BR,,
98076420Normal,L07-3,Cyber Monday,30.312,1,5.25,4.25,3,41083,42660,ARGentina,Rosario,AR,,
98076412Normal,CB01-2,Non,666.08999999999992,3,7.75,5.75,1,41084,41095,ECUador,Quito,EC,,
98076413Normal,L02-7,Non,80.4,2,6,3,2,41084,41102,BRAsil,Rio,BR,,
98076414Normal,L02-3,Non,120.60000000000001,3,8.45,3.45,2,41084,41101,ECUador,Quito,EC,,
98076415Normal,L02-2,Cyber Monday,96.480000000000018,3,8.2,4.2,3,41084,42662,VENezuela,Caracas,VE,,
98076410Normal,CB01-7,Non,666.08999999999992,3,5.68,5.68,3,41085,41101,URUguay,Montevideo,UR,,
98076411Devolución,CB01-7,Cyber Monday,355.248,2,9.84,6.84,1,41085,42654,PARaguay,Asunción,PA,,
98076409Normal,L01-6,Non,92.25,3,8.9,3.9,2,41085,41101,VENezuela,Caracas,VE,,
98076406Normal,CB01-1,Cyber Monday,355.248,2,6.2,4.2,3,41086,41106,ARGentina,Rosario,AR,,
98076407Normal,CB01-6,Non,222.02999999999997,1,7.61,5.61,3,41086,41099,PARaguay,Asunción,PA,,
98076408Normal,CB01-6,Non,666.08999999999992,3,5.55,3.55,3,41086,42660,PARaguay,Asunción,PA,,
98076404Normal,CC01-6,Cyber Monday,42.024,1,6,7,2,41086,41097,PERú,Lima,PE,,
98076405Normal,CC01-6,Non,105.06,2,9.84,4.84,3,41086,41105,ECUador,Quito,EC,,
98076400Normal,CB01-4,Cyber Monday,355.248,2,5.9,6.9,3,41087,41095,VENezuela,Caracas,VE,,
98076401Normal,CB01-2,Balck Fraday,499.56749999999994,3,8.58,4.58,3,41087,41097,BRAsil,Rio,BR,,
98076403Normal,L03-4,Non,59.98,2,9.99,5.99,1,41087,42665,ARGentina,Rosario,AR,,
98076402Normal,L05-5,Cyber Monday,97.32,3,6.86,4.86,2,41087,41103,ARGentina,Rosario,AR,,
98076399Normal,CB01-3,Cyber Monday,177.624,1,5.2,4.2,2,41088,42657,ECUador,Quito,EC,,
98076398Normal,L01-7,Balck Fraday,46.125,2,10,3,1,41088,41106,ARGentina,Rosario,AR,,
98076393Devolución,CB01-4,Non,666.08999999999992,3,7.65,6.65,1,41089,41101,CHIle,Viña del Mar,CH,,
98076397Normal,L01-7,Non,30.75,1,6.2,5.2,2,41089,42663,República DOminiCana,Santo Domingo,RD,,
98076394Normal,L02-1,Cyber Monday,96.480000000000018,3,9.14,5.14,1,41089,41104,ARGentina,Rosario,AR,,
98076395Normal,L03-2,Balck Fraday,67.477499999999992,3,7.61,5.61,2,41089,41098,ARGentina,Rosario,AR,,
98076396Normal,L06-5,Non,127.64999999999999,3,6.25,6.25,1,41089,41108,ARGentina,Rosario,AR,,
98076386Normal,B01-6,Special Day,97.734,3,5.36,5.36,3,41090,41102,PERú,Lima,PE,,
98076390Normal,CB01-2,Non,222.02999999999997,1,5.99,4.99,1,41090,41100,República DOminiCana,Santo Domingo,RD,,
98076392Normal,CB01-2,Special Day,144.31949999999998,1,7.68,5.68,3,41090,42656,VENezuela,Caracas,VE,,
98076391Normal,CC02-7,Day Off Full,45.424,2,9,5,3,41090,41099,VENezuela,Caracas,VE,,
98076387Normal,L02-4,Cyber Monday,96.480000000000018,3,6.9,4.9,2,41090,41104,ECUador,Quito,EC,,
98076388Normal,L03-6,Non,59.98,2,8.58,6.58,2,41090,41103,PARaguay,Asunción,PA,,
98076389Normal,L07-7,Day Off Full,96.6195,3,8,5,2,41090,41101,República DOminiCana,Santo Domingo,RD,,
98076383Normal,CB01-2,Non,222.02999999999997,1,5.99,6.99,2,41091,41109,URUguay,Montevideo,UR,,
98076380Normal,CC01-2,Non,105.06,2,7.65,5.65,2,41091,41099,URUguay,Montevideo,UR,,
98076382Normal,CC02-2,Balck Fraday,20.04,1,6.55,5.55,2,41091,41105,VENezuela,Caracas,VE,,
98076381Normal,L05-5,Cyber Monday,97.32,3,9.99,6.99,3,41091,41100,VENezuela,Caracas,VE,,
98076385Normal,L05-6,Non,121.64999999999999,3,8.99,6.99,1,41091,42663,BRAsil,Rio,BR,,
98076384Normal,L07-3,Cyber Monday,90.936,3,6.86,3.86,1,41091,41111,ECUador,Quito,EC,,
98076378Normal,C10-6,Cyber Monday,110.064,3,7.58,4.58,1,41092,41102,URUguay,Montevideo,UR,,
98076373Normal,C13-2,Non,121.35000000000001,3,7.55,3.55,1,41092,41108,ECUador,Quito,EC,,
98076374Normal,CB01-2,Non,222.02999999999997,1,6.88,6.88,3,41092,41103,PERú,Lima,PE,,
98076376Normal,CC01-4,Cyber Monday,84.048,2,7.22,3.22,2,41092,41103,CHIle,Viña del Mar,CH,,
98076375Devolución,L02-1,Cyber Monday,32.160000000000004,1,8.99,6.99,3,41092,41112,PARaguay,Asunción,PA,,
98076377Normal,L05-5,Cyber Monday,32.44,1,7.22,3.22,2,41092,41106,PERú,Lima,PE,,
98076379Devolución,L07-2,Cyber Monday,30.312,1,5.25,3.25,2,41092,42655,CHIle,Viña del Mar,CH,,
98076370Normal,CB01-6,Cyber Monday,532.872,3,9,4,1,41093,41110,BRAsil,Rio,BR,,
98076368Normal,CC01-3,Day Off Full,89.301,2,9.55,6.55,3,41093,41100,República DOminiCana,Santo Domingo,RD,,
98076369Normal,CC01-5,Cyber Monday,84.048,2,9,4,1,41093,41110,BRAsil,Rio,BR,,
98076371Normal,CC02-7,Cyber Monday,42.752,2,7.86,6.86,2,41093,41106,URUguay,Montevideo,UR,,
98076372Normal,CC02-4,Non,80.16,3,10,3,3,41093,42662,ARGentina,Rosario,AR,,
98076367Normal,B04-2,Cyber Monday,113.408,2,8.86,5.86,1,41094,42657,República DOminiCana,Santo Domingo,RD,,
98076364Normal,CC01-4,Special Day,102.43350000000001,3,7.88,6.88,3,41094,41106,PERú,Lima,PE,,
98076362Normal,CC02-2,Day Off Full,45.424,2,6.45,5.45,2,41094,41105,ARGentina,Rosario,AR,,
98076365Normal,CC02-6,Cyber Monday,42.752,2,7.45,5.45,1,41094,41109,PERú,Lima,PE,,
98076366Normal,L02-1,Special Day,78.390000000000015,3,9.33,5.33,2,41094,41107,BRAsil,Rio,BR,,
98076363Normal,L07-1,Non,75.78,2,9.55,5.55,3,41094,41104,URUguay,Montevideo,UR,,
98076359Normal,CB01-6,Balck Fraday,166.52249999999998,1,5.1,4.1,1,41095,41105,ECUador,Quito,EC,,
98076360Normal,CB01-5,Balck Fraday,499.56749999999994,3,5.1,6.1,2,41095,41110,República DOminiCana,Santo Domingo,RD,,
98076356Normal,L01-4,Balck Fraday,46.125,2,7.61,5.61,1,41095,41112,República DOminiCana,Santo Domingo,RD,,
98076358Normal,L05-1,Cyber Monday,32.44,1,7.9,4.9,1,41095,41109,ECUador,Quito,EC,,
98076361Normal,L05-4,Non,121.64999999999999,3,8.9,3.9,2,41095,42662,República DOminiCana,Santo Domingo,RD,,
98076357Normal,L07-4,Cyber Monday,30.312,1,8.36,4.36,2,41095,41105,ARGentina,Rosario,AR,,
98076355Normal,CC01-3,Non,157.59,3,7.68,4.68,1,41096,42666,PARaguay,Asunción,PA,,
98076354Normal,L02-3,Non,80.4,2,5.58,4.58,3,41096,41106,CHIle,Viña del Mar,CH,,
98076353Devolución,L01-6,Balck Fraday,46.125,2,10,3,2,41097,42669,República DOminiCana,Santo Domingo,RD,,
98076352Normal,L03-2,Special Day,38.987,2,8.99,6.99,1,41097,41113,ARGentina,Rosario,AR,,
98076351Normal,CB01-7,Balck Fraday,333.04499999999996,2,7.65,5.65,2,41098,42663,República DOminiCana,Santo Domingo,RD,,
98076349Normal,CC02-2,Non,53.44,2,10,7,3,41098,41117,ARGentina,Rosario,AR,,
98076350Normal,L01-7,Balck Fraday,23.0625,1,5.99,5.99,3,41098,41108,PERú,Lima,PE,,
98076348Devolución,L04-6,Cyber Monday,72.240000000000009,3,7.9,5.9,3,41098,41110,PARaguay,Asunción,PA,,
98076345Normal,B03-6,Balck Fraday,158.51250000000002,3,9.12,5.12,3,41099,41113,BRAsil,Rio,BR,,
98076347Normal,CB01-3,Balck Fraday,499.56749999999994,3,9.99,4.99,2,41099,42668,BRAsil,Rio,BR,,
98076343Devolución,CC02-1,Cyber Monday,42.752,2,9.84,6.84,3,41099,41110,PERú,Lima,PE,,
98076344Normal,L01-4,Non,30.75,1,5.25,5.25,3,41099,41109,PARaguay,Asunción,PA,,
98076346Normal,L03-1,Balck Fraday,44.985,2,8.89,6.89,3,41099,41108,PARaguay,Asunción,PA,,
98076341Normal,C10-3,Non,45.86,1,6.89,4.89,3,41100,41118,República DOminiCana,Santo Domingo,RD,,
98076339Normal,CB01-3,Non,666.08999999999992,3,9.84,4.84,1,41100,41120,CHIle,Viña del Mar,CH,,
98076342Normal,L01-6,Non,61.5,2,5.12,4.12,1,41100,42660,República DOminiCana,Santo Domingo,RD,,
98076338Normal,L07-2,Non,113.67,3,8.99,6.99,1,41100,41111,República DOminiCana,Santo Domingo,RD,,
98076340Normal,L07-1,Balck Fraday,56.835,2,7.12,6.12,3,41100,41107,República DOminiCana,Santo Domingo,RD,,
98076336Normal,CB01-3,Cyber Monday,177.624,1,6.58,5.58,3,41101,41121,República DOminiCana,Santo Domingo,RD,,
98076337Normal,CC02-5,Non,26.72,1,5,3,3,41101,42660,PERú,Lima,PE,,
98076334Devolución,L02-4,Day Off Full,102.51,3,9.89,4.89,1,41102,41110,VENezuela,Caracas,VE,,
98076331Normal,L03-3,Cyber Monday,47.984,2,10,5,3,41102,41118,PARaguay,Asunción,PA,,
98076332Normal,L03-5,Non,59.98,2,9.33,6.33,2,41102,41114,PARaguay,Asunción,PA,,
98076333Normal,L04-2,Special Day,19.565,1,6.12,4.12,2,41102,41122,VENezuela,Caracas,VE,,
98076335Normal,L04-5,Non,90.300000000000011,3,9,3,2,41102,42663,ARGentina,Rosario,AR,,
98076330Normal,CC01-3,Cyber Monday,42.024,1,9.12,5.12,3,41103,42667,URUguay,Montevideo,UR,,
98076329Normal,CC02-3,Balck Fraday,60.12,3,9.1,5.1,1,41103,41119,ARGentina,Rosario,AR,,
98076328Normal,L02-5,Non,120.60000000000001,3,6.88,4.88,3,41103,41119,URUguay,Montevideo,UR,,
98076324Devolución,B05-1,Non,101.3,2,8.55,4.55,3,41104,41122,CHIle,Viña del Mar,CH,,
98076326Normal,CB01-3,Balck Fraday,333.04499999999996,2,8.73,6.73,2,41104,41120,PARaguay,Asunción,PA,,
98076322Normal,L01-2,Non,61.5,2,7.14,6.14,1,41104,41116,BRAsil,Rio,BR,,
98076327Normal,L01-3,Cyber Monday,73.8,3,8.1,4.1,1,41104,42672,URUguay,Montevideo,UR,,
98076323Devolución,L03-2,Cyber Monday,71.976,3,7.75,6.75,2,41104,41112,PARaguay,Asunción,PA,,
98076325Normal,L07-1,Non,75.78,2,8.84,5.84,1,41104,41123,República DOminiCana,Santo Domingo,RD,,
98076319Normal,B05-7,Cyber Monday,81.04,2,9.9,3.9,3,41105,41123,ARGentina,Rosario,AR,,
98076320Normal,C14-4,Non,118.83,3,9.55,3.55,3,41105,41114,BRAsil,Rio,BR,,
98076318Devolución,CC02-7,Non,53.44,2,8.45,3.45,2,41105,41118,ECUador,Quito,EC,,
98076321Devolución,L03-5,Non,29.99,1,7.55,4.55,2,41105,42662,ARGentina,Rosario,AR,,
98076313Normal,CB01-1,Non,666.08999999999992,3,6.75,4.75,3,41106,41126,PARaguay,Asunción,PA,,
98076314Devolución,CB01-1,Cyber Monday,532.872,3,8.58,3.58,3,41106,41123,ARGentina,Rosario,AR,,
98076315Normal,CB01-2,Non,222.02999999999997,1,7.65,6.65,3,41106,41121,República DOminiCana,Santo Domingo,RD,,
98076317Devolución,L02-4,Cyber Monday,32.160000000000004,1,9.45,6.45,3,41106,42662,BRAsil,Rio,BR,,
98076316Devolución,L05-4,Day Off Full,103.40249999999999,3,7.99,6.99,2,41106,41124,VENezuela,Caracas,VE,,
98076312Normal,B01-5,Non,50.12,1,5.84,6.84,1,41107,42666,BRAsil,Rio,BR,,
98076309Normal,CB01-3,Non,444.05999999999995,2,5.12,5.12,1,41107,41115,CHIle,Viña del Mar,CH,,
98076311Normal,CC01-1,Cyber Monday,126.072,3,6.99,3.99,3,41107,41121,PERú,Lima,PE,,
98076308Normal,L02-1,Non,80.4,2,9.65,5.65,3,41107,41121,República DOminiCana,Santo Domingo,RD,,
98076310Normal,L02-4,Non,40.2,1,5.12,5.12,2,41107,41119,PARaguay,Asunción,PA,,
98076303Normal,B06-2,Non,151.07999999999998,3,5.75,5.75,3,41108,41120,URUguay,Montevideo,UR,,
98076302Normal,C11-4,Non,65.22,2,9.99,6.99,2,41108,41122,PARaguay,Asunción,PA,,
98076305Devolución,C14-6,Non,79.22,2,7.86,4.86,3,41108,41120,PARaguay,Asunción,PA,,
98076306Normal,CB01-5,Cyber Monday,177.624,1,8.55,4.55,1,41108,41115,CHIle,Viña del Mar,CH,,
98076300Normal,CC01-1,Special Day,102.43350000000001,3,9.1,6.1,2,41108,41128,PARaguay,Asunción,PA,,
98076301Normal,CC01-5,Special Day,68.289,2,5.86,5.86,3,41108,41121,BRAsil,Rio,BR,,
98076307Normal,L05-4,Non,40.55,1,5,4,1,41108,42665,ARGentina,Rosario,AR,,
98076304Normal,L07-1,Special Day,24.628500000000003,1,8,6,1,41108,41126,CHIle,Viña del Mar,CH,,
98076295Normal,B01-4,Special Day,32.578,1,9.2,5.2,3,41109,41128,PERú,Lima,PE,,
98076298Normal,B03-1,Non,211.35000000000002,3,7.33,6.33,3,41109,41128,ARGentina,Rosario,AR,,
98076299Normal,C13-5,Non,40.45,1,5.88,5.88,1,41109,42665,VENezuela,Caracas,VE,,
98076296Normal,CC01-7,Non,52.53,1,8.68,4.68,3,41109,41118,BRAsil,Rio,BR,,
98076294Normal,L07-2,Cyber Monday,30.312,1,7.99,6.99,2,41109,41122,PARaguay,Asunción,PA,,
98076297Devolución,L07-1,Cyber Monday,60.624,2,7.22,6.22,2,41109,41123,República DOminiCana,Santo Domingo,RD,,
98076288Normal,B04-2,Non,141.76,2,5.86,5.86,1,41110,41118,PARaguay,Asunción,PA,,
98076286Normal,CC01-4,Cyber Monday,126.072,3,6.55,6.55,2,41110,41119,ARGentina,Rosario,AR,,
98076293Normal,CC01-1,Balck Fraday,78.795,2,9.55,3.55,2,41110,42661,ARGentina,Rosario,AR,,
98076292Normal,CC02-1,Non,80.16,3,8.61,4.61,2,41110,41118,PERú,Lima,PE,,
98076291Normal,L01-1,Day Off Full,52.275,2,9.12,3.12,1,41110,41125,PARaguay,Asunción,PA,,
98076289Devolución,L02-4,Non,40.2,1,9.68,5.68,2,41110,41126,ECUador,Quito,EC,,
98076290Normal,L02-4,Non,40.2,1,6.55,5.55,2,41110,41128,República DOminiCana,Santo Domingo,RD,,
98076287Normal,L04-4,Special Day,58.695000000000007,3,6.45,6.45,2,41110,41122,República DOminiCana,Santo Domingo,RD,,
98076285Devolución,L06-6,Non,42.55,1,7.99,5.99,1,41111,42661,VENezuela,Caracas,VE,,
98076281Normal,B01-4,Special Day,97.734,3,9.61,5.61,3,41112,41129,ARGentina,Rosario,AR,,
98076282Normal,CB01-2,Special Day,432.95849999999996,3,9.99,6.99,3,41112,41126,PERú,Lima,PE,,
98076284Normal,CC01-4,Cyber Monday,126.072,3,7.65,3.65,1,41112,42668,BRAsil,Rio,BR,,
98076283Normal,L07-2,Non,75.78,2,8.89,3.89,2,41112,41126,PERú,Lima,PE,,
98076277Normal,CB01-6,Non,444.05999999999995,2,6.61,6.61,1,41113,41129,CHIle,Viña del Mar,CH,,
98076279Normal,CB01-5,Balck Fraday,499.56749999999994,3,8.1,3.1,2,41113,41132,ARGentina,Rosario,AR,,
98076278Normal,CC02-5,Non,53.44,2,6.33,3.33,2,41113,41130,PERú,Lima,PE,,
98076280Normal,L02-5,Cyber Monday,32.160000000000004,1,7.99,3.99,3,41113,42673,VENezuela,Caracas,VE,,
98076276Normal,L03-5,Cyber Monday,71.976,3,9.75,3.75,3,41113,41128,URUguay,Montevideo,UR,,
98076274Normal,CB01-5,Non,222.02999999999997,1,7.89,4.89,3,41114,41125,BRAsil,Rio,BR,,
98076273Normal,L01-2,Non,92.25,3,8.45,6.45,1,41114,41129,VENezuela,Caracas,VE,,
98076275Normal,L05-2,Non,121.64999999999999,3,9,4,2,41114,42661,ECUador,Quito,EC,,
98076272Normal,C11-3,Non,65.22,2,6.89,3.89,3,41115,42661,URUguay,Montevideo,UR,,
98076267Normal,CC01-1,Non,52.53,1,9.22,5.22,3,41115,41129,ARGentina,Rosario,AR,,
